id,degree_centrality,betweenness_centrality,community,definition,construct,category
"('CONTEXT-COMPLEX', 'strong hunger factor')",1,0.0,56,,,
strong hunger factor,26,3.1075347582543534e-05,56,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'upholding apple’s expectations')",1,0.0,57,,,
upholding apple’s expectations,27,3.356137538914702e-05,57,No definition available,Unknown,Unknown
"('CONTEXT-ETHIC', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('CONTEXT-ETHIC', 'attention to details')",1,0.0,49,,,
"('CONTEXT-ETHIC', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('CONTEXT-ETHIC', 'courageous spirit')",1,0.0,51,,,
"('CONTEXT-ETHIC', 'impeccable organizational skills')",1,0.0,127,,,
"('CONTEXT-ETHIC', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('CONTEXT-ETHIC', 'passion for ai/ml')",1,0.0,54,,,
"('CONTEXT-ETHIC', 'proclivity towards action')",1,0.0,55,,,
"('CONTEXT-ETHIC', 'strong hunger factor')",1,0.0,56,,,
"('CONTEXT-ETHIC', 'upholding apple’s expectations')",1,0.0,57,,,
"('CONTEXT-REG', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('CONTEXT-REG', 'attention to details')",1,0.0,49,,,
"('CONTEXT-REG', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('CONTEXT-REG', 'courageous spirit')",1,0.0,51,,,
"('CONTEXT-REG', 'impeccable organizational skills')",1,0.0,127,,,
"('CONTEXT-REG', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('CONTEXT-REG', 'passion for ai/ml')",1,0.0,54,,,
"('CONTEXT-REG', 'proclivity towards action')",1,0.0,55,,,
"('CONTEXT-REG', 'strong hunger factor')",1,0.0,56,,,
"('CONTEXT-REG', 'upholding apple’s expectations')",1,0.0,57,,,
"('CORE-ADAPT', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('CORE-ADAPT', 'attention to details')",1,0.0,49,,,
"('CORE-ADAPT', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('CORE-ADAPT', 'courageous spirit')",1,0.0,51,,,
"('CORE-ADAPT', 'impeccable organizational skills')",1,0.0,127,,,
"('CORE-ADAPT', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('CORE-ADAPT', 'passion for ai/ml')",1,0.0,54,,,
"('CORE-ADAPT', 'proclivity towards action')",1,0.0,55,,,
"('CORE-ADAPT', 'strong hunger factor')",1,0.0,56,,,
"('CORE-ADAPT', 'upholding apple’s expectations')",1,0.0,57,,,
"('CORE-BUSINESS', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('CORE-BUSINESS', 'attention to details')",1,0.0,49,,,
"('CORE-BUSINESS', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('CORE-BUSINESS', 'courageous spirit')",1,0.0,51,,,
"('CORE-BUSINESS', 'impeccable organizational skills')",1,0.0,127,,,
"('CORE-BUSINESS', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('CORE-BUSINESS', 'passion for ai/ml')",1,0.0,54,,,
"('CORE-BUSINESS', 'proclivity towards action')",1,0.0,55,,,
"('CORE-BUSINESS', 'strong hunger factor')",1,0.0,56,,,
"('CORE-BUSINESS', 'upholding apple’s expectations')",1,0.0,57,,,
"('EDU-ADV', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('EDU-ADV', 'attention to details')",1,0.0,49,,,
"('EDU-ADV', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('EDU-ADV', 'courageous spirit')",1,0.0,51,,,
"('EDU-ADV', 'impeccable organizational skills')",1,0.0,127,,,
"('EDU-ADV', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('EDU-ADV', 'passion for ai/ml')",1,0.0,54,,,
"('EDU-ADV', 'proclivity towards action')",1,0.0,55,,,
"('EDU-ADV', 'strong hunger factor')",1,0.0,56,,,
"('EDU-ADV', 'upholding apple’s expectations')",1,0.0,57,,,
"('EXP-INDUSTRY', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('EXP-INDUSTRY', 'attention to details')",1,0.0,49,,,
"('EXP-INDUSTRY', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('EXP-INDUSTRY', 'courageous spirit')",1,0.0,51,,,
"('EXP-INDUSTRY', 'impeccable organizational skills')",1,0.0,127,,,
"('EXP-INDUSTRY', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('EXP-INDUSTRY', 'passion for ai/ml')",1,0.0,54,,,
"('EXP-INDUSTRY', 'proclivity towards action')",1,0.0,55,,,
"('EXP-INDUSTRY', 'strong hunger factor')",1,0.0,56,,,
"('EXP-INDUSTRY', 'upholding apple’s expectations')",1,0.0,57,,,
"('EXP-PM-YRS', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('EXP-PM-YRS', 'attention to details')",1,0.0,49,,,
"('EXP-PM-YRS', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('EXP-PM-YRS', 'courageous spirit')",1,0.0,51,,,
"('EXP-PM-YRS', 'impeccable organizational skills')",1,0.0,127,,,
"('EXP-PM-YRS', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('EXP-PM-YRS', 'passion for ai/ml')",1,0.0,54,,,
"('EXP-PM-YRS', 'proclivity towards action')",1,0.0,55,,,
"('EXP-PM-YRS', 'strong hunger factor')",1,0.0,56,,,
"('EXP-PM-YRS', 'upholding apple’s expectations')",1,0.0,57,,,
"('EXP_ROLE', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('EXP_ROLE', 'attention to details')",1,0.0,49,,,
"('EXP_ROLE', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('EXP_ROLE', 'courageous spirit')",1,0.0,51,,,
"('EXP_ROLE', 'impeccable organizational skills')",1,0.0,127,,,
"('EXP_ROLE', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('EXP_ROLE', 'passion for ai/ml')",1,0.0,54,,,
"('EXP_ROLE', 'proclivity towards action')",1,0.0,55,,,
"('EXP_ROLE', 'strong hunger factor')",1,0.0,56,,,
"('EXP_ROLE', 'upholding apple’s expectations')",1,0.0,57,,,
"('PM-METHOD', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('PM-METHOD', 'attention to details')",1,0.0,49,,,
"('PM-METHOD', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('PM-METHOD', 'courageous spirit')",1,0.0,51,,,
"('PM-METHOD', 'impeccable organizational skills')",1,0.0,127,,,
"('PM-METHOD', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('PM-METHOD', 'passion for ai/ml')",1,0.0,54,,,
"('PM-METHOD', 'proclivity towards action')",1,0.0,55,,,
"('PM-METHOD', 'strong hunger factor')",1,0.0,56,,,
"('PM-METHOD', 'upholding apple’s expectations')",1,0.0,57,,,
"('PM-PLAN', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('PM-PLAN', 'attention to details')",1,0.0,49,,,
"('PM-PLAN', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('PM-PLAN', 'courageous spirit')",1,0.0,51,,,
"('PM-PLAN', 'impeccable organizational skills')",1,0.0,127,,,
"('PM-PLAN', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('PM-PLAN', 'passion for ai/ml')",1,0.0,54,,,
"('PM-PLAN', 'proclivity towards action')",1,0.0,55,,,
"('PM-PLAN', 'strong hunger factor')",1,0.0,56,,,
"('PM-PLAN', 'upholding apple’s expectations')",1,0.0,57,,,
"('PM-TOOL', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('PM-TOOL', 'attention to details')",1,0.0,49,,,
"('PM-TOOL', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('PM-TOOL', 'courageous spirit')",1,0.0,51,,,
"('PM-TOOL', 'impeccable organizational skills')",1,0.0,127,,,
"('PM-TOOL', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('PM-TOOL', 'passion for ai/ml')",1,0.0,54,,,
"('PM-TOOL', 'proclivity towards action')",1,0.0,55,,,
"('PM-TOOL', 'strong hunger factor')",1,0.0,56,,,
"('PM-TOOL', 'upholding apple’s expectations')",1,0.0,57,,,
"('QUAL-PREF', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('QUAL-PREF', 'attention to details')",1,0.0,49,,,
"('QUAL-PREF', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('QUAL-PREF', 'courageous spirit')",1,0.0,51,,,
"('QUAL-PREF', 'impeccable organizational skills')",1,0.0,127,,,
"('QUAL-PREF', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('QUAL-PREF', 'passion for ai/ml')",1,0.0,54,,,
"('QUAL-PREF', 'proclivity towards action')",1,0.0,55,,,
"('QUAL-PREF', 'strong hunger factor')",1,0.0,56,,,
"('QUAL-PREF', 'upholding apple’s expectations')",1,0.0,57,,,
"('SS-CONFLICT', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('SS-CONFLICT', 'attention to details')",1,0.0,49,,,
"('SS-CONFLICT', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('SS-CONFLICT', 'courageous spirit')",1,0.0,51,,,
"('SS-CONFLICT', 'impeccable organizational skills')",1,0.0,127,,,
"('SS-CONFLICT', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('SS-CONFLICT', 'other')",1,0.0,189,,,
"('SS-CONFLICT', 'passion for ai/ml')",1,0.0,54,,,
"('SS-CONFLICT', 'proclivity towards action')",1,0.0,55,,,
"('SS-CONFLICT', 'strong hunger factor')",1,0.0,56,,,
"('SS-CONFLICT', 'upholding apple’s expectations')",1,0.0,57,,,
"('SS-LEADERSHIP', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('SS-LEADERSHIP', 'attention to details')",1,0.0,49,,,
"('SS-LEADERSHIP', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('SS-LEADERSHIP', 'courageous spirit')",1,0.0,51,,,
"('SS-LEADERSHIP', 'impeccable organizational skills')",1,0.0,127,,,
"('SS-LEADERSHIP', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('SS-LEADERSHIP', 'passion for ai/ml')",1,0.0,54,,,
"('SS-LEADERSHIP', 'proclivity towards action')",1,0.0,55,,,
"('SS-LEADERSHIP', 'strong hunger factor')",1,0.0,56,,,
"('SS-LEADERSHIP', 'upholding apple’s expectations')",1,0.0,57,,,
"('SS-STAKEHOLDER', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('SS-STAKEHOLDER', 'attention to details')",1,0.0,49,,,
"('SS-STAKEHOLDER', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('SS-STAKEHOLDER', 'courageous spirit')",1,0.0,51,,,
"('SS-STAKEHOLDER', 'impeccable organizational skills')",1,0.0,127,,,
"('SS-STAKEHOLDER', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('SS-STAKEHOLDER', 'passion for ai/ml')",1,0.0,54,,,
"('SS-STAKEHOLDER', 'proclivity towards action')",1,0.0,55,,,
"('SS-STAKEHOLDER', 'strong hunger factor')",1,0.0,56,,,
"('SS-STAKEHOLDER', 'upholding apple’s expectations')",1,0.0,57,,,
"('TECH-CONCEPT', 'ability to travel unrestricted (up to 10%)')",1,0.0,48,,,
"('TECH-CONCEPT', 'attention to details')",1,0.0,49,,,
"('TECH-CONCEPT', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('TECH-CONCEPT', 'courageous spirit')",1,0.0,51,,,
"('TECH-CONCEPT', 'impeccable organizational skills')",1,0.0,127,,,
"('TECH-CONCEPT', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('TECH-CONCEPT', 'passion for ai/ml')",1,0.0,54,,,
"('TECH-CONCEPT', 'proclivity towards action')",1,0.0,55,,,
"('TECH-CONCEPT', 'strong hunger factor')",1,0.0,56,,,
"('TECH-CONCEPT', 'upholding apple’s expectations')",1,0.0,57,,,
"('ability to travel unrestricted (up to 10%)', 'attention to details')",1,0.0,49,,,
"('ability to travel unrestricted (up to 10%)', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('ability to travel unrestricted (up to 10%)', 'courageous spirit')",1,0.0,51,,,
"('ability to travel unrestricted (up to 10%)', 'impeccable organizational skills')",1,0.0,127,,,
"('ability to travel unrestricted (up to 10%)', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('ability to travel unrestricted (up to 10%)', 'other')",1,0.0,189,,,
"('ability to travel unrestricted (up to 10%)', 'passion for ai/ml')",1,0.0,54,,,
"('ability to travel unrestricted (up to 10%)', 'proclivity towards action')",1,0.0,55,,,
"('ability to travel unrestricted (up to 10%)', 'strong hunger factor')",1,0.0,56,,,
"('ability to travel unrestricted (up to 10%)', 'upholding apple’s expectations')",1,0.0,57,,,
"('attention to details', 'consumer electronics regulation and compliance')",1,0.0,50,,,
"('attention to details', 'courageous spirit')",1,0.0,51,,,
"('attention to details', 'impeccable organizational skills')",1,0.0,127,,,
"('attention to details', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('attention to details', 'other')",1,0.0,189,,,
"('attention to details', 'passion for ai/ml')",1,0.0,54,,,
"('attention to details', 'proclivity towards action')",1,0.0,55,,,
"('attention to details', 'strong hunger factor')",1,0.0,56,,,
"('attention to details', 'upholding apple’s expectations')",1,0.0,57,,,
"('consumer electronics regulation and compliance', 'courageous spirit')",1,0.0,51,,,
"('consumer electronics regulation and compliance', 'impeccable organizational skills')",1,0.0,127,,,
"('consumer electronics regulation and compliance', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('consumer electronics regulation and compliance', 'other')",1,0.0,189,,,
"('consumer electronics regulation and compliance', 'passion for ai/ml')",1,0.0,54,,,
"('consumer electronics regulation and compliance', 'proclivity towards action')",1,0.0,55,,,
"('consumer electronics regulation and compliance', 'strong hunger factor')",1,0.0,56,,,
"('consumer electronics regulation and compliance', 'upholding apple’s expectations')",1,0.0,57,,,
"('courageous spirit', 'impeccable organizational skills')",1,0.0,127,,,
"('courageous spirit', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('courageous spirit', 'other')",1,0.0,189,,,
"('courageous spirit', 'passion for ai/ml')",1,0.0,54,,,
"('courageous spirit', 'proclivity towards action')",1,0.0,55,,,
"('courageous spirit', 'strong hunger factor')",1,0.0,56,,,
"('courageous spirit', 'upholding apple’s expectations')",1,0.0,57,,,
"('impeccable organizational skills', 'managing highly visible role with company-wide impact')",1,0.0,52,,,
"('impeccable organizational skills', 'other')",1,0.0,189,,,
"('impeccable organizational skills', 'passion for ai/ml')",1,0.0,54,,,
"('impeccable organizational skills', 'proclivity towards action')",1,0.0,55,,,
"('impeccable organizational skills', 'strong hunger factor')",1,0.0,56,,,
"('impeccable organizational skills', 'upholding apple’s expectations')",1,0.0,57,,,
"('managing highly visible role with company-wide impact', 'other')",1,0.0,189,,,
"('managing highly visible role with company-wide impact', 'passion for ai/ml')",1,0.0,54,,,
"('managing highly visible role with company-wide impact', 'proclivity towards action')",1,0.0,55,,,
"('managing highly visible role with company-wide impact', 'strong hunger factor')",1,0.0,56,,,
"('managing highly visible role with company-wide impact', 'upholding apple’s expectations')",1,0.0,57,,,
"('other', 'passion for ai/ml')",1,0.0,54,,,
"('other', 'proclivity towards action')",1,0.0,55,,,
"('other', 'strong hunger factor')",1,0.0,56,,,
"('other', 'upholding apple’s expectations')",1,0.0,57,,,
"('passion for ai/ml', 'proclivity towards action')",1,0.0,55,,,
"('passion for ai/ml', 'strong hunger factor')",1,0.0,56,,,
"('passion for ai/ml', 'upholding apple’s expectations')",1,0.0,57,,,
"('proclivity towards action', 'strong hunger factor')",1,0.0,56,,,
"('proclivity towards action', 'upholding apple’s expectations')",1,0.0,57,,,
"('strong hunger factor', 'upholding apple’s expectations')",1,0.0,57,,,
"('CONTEXT-COMPLEX', 'non-profit environment')",1,0.0,147,,,
non-profit environment,14,8.701097323112189e-06,147,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'visibility across the entire stack')",1,0.0,157,,,
visibility across the entire stack,15,1.0039727680514065e-05,157,No definition available,Unknown,Unknown
"('CORE-ADAPT', 'non-profit environment')",1,0.0,147,,,
"('CORE-ADAPT', 'visibility across the entire stack')",1,0.0,157,,,
"('CORE-BUSINESS', 'non-profit environment')",1,0.0,147,,,
"('CORE-BUSINESS', 'visibility across the entire stack')",1,0.0,157,,,
"('EXP-INDUSTRY', 'non-profit environment')",1,0.0,147,,,
"('EXP-INDUSTRY', 'visibility across the entire stack')",1,0.0,157,,,
"('EXP-PM-YRS', 'non-profit environment')",1,0.0,147,,,
"('EXP-PM-YRS', 'visibility across the entire stack')",1,0.0,157,,,
"('EXP_ROLE', 'non-profit environment')",1,0.0,147,,,
"('EXP_ROLE', 'visibility across the entire stack')",1,0.0,157,,,
"('PM-BUDGET', 'non-profit environment')",1,0.0,147,,,
"('PM-BUDGET', 'visibility across the entire stack')",1,0.0,157,,,
"('PM-PLAN', 'non-profit environment')",1,0.0,147,,,
"('PM-PLAN', 'visibility across the entire stack')",1,0.0,157,,,
"('PM-RISK', 'non-profit environment')",1,0.0,147,,,
"('PM-RISK', 'visibility across the entire stack')",1,0.0,157,,,
"('SS-LEADERSHIP', 'non-profit environment')",1,0.0,147,,,
"('SS-LEADERSHIP', 'visibility across the entire stack')",1,0.0,157,,,
"('SS-STAKEHOLDER', 'non-profit environment')",1,0.0,147,,,
"('SS-STAKEHOLDER', 'visibility across the entire stack')",1,0.0,157,,,
"('TECH-CONCEPT', 'non-profit environment')",1,0.0,147,,,
"('TECH-CONCEPT', 'visibility across the entire stack')",1,0.0,157,,,
"('TECH-HANDSON', 'non-profit environment')",1,0.0,147,,,
"('TECH-HANDSON', 'visibility across the entire stack')",1,0.0,157,,,
"('TECH-OPS', 'non-profit environment')",1,0.0,147,,,
"('TECH-OPS', 'visibility across the entire stack')",1,0.0,157,,,
"('non-profit environment', 'visibility across the entire stack')",1,0.0,157,,,
"('CONTEXT-COMPLEX', 'linkedin account required')",1,0.0,161,,,
linkedin account required,15,1.0039727680514065e-05,161,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'manage multiple priorities')",1,0.0,163,,,
manage multiple priorities,16,1.1473974492016075e-05,163,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'prior experience in contract or consulting roles')",1,0.0,164,,,
prior experience in contract or consulting roles,18,1.4629317477320495e-05,164,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'us citizen or green card status required')",1,0.0,165,,,
us citizen or green card status required,19,1.6350413651122904e-05,165,No definition available,Unknown,Unknown
"('CORE-ADAPT', 'linkedin account required')",1,0.0,161,,,
"('CORE-ADAPT', 'manage multiple priorities')",1,0.0,163,,,
"('CORE-ADAPT', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('CORE-ADAPT', 'us citizen or green card status required')",1,0.0,165,,,
"('CORE-BUSINESS', 'linkedin account required')",1,0.0,161,,,
"('CORE-BUSINESS', 'manage multiple priorities')",1,0.0,163,,,
"('CORE-BUSINESS', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('CORE-BUSINESS', 'us citizen or green card status required')",1,0.0,165,,,
"('EDU-ADV', 'linkedin account required')",1,0.0,161,,,
"('EDU-ADV', 'manage multiple priorities')",1,0.0,163,,,
"('EDU-ADV', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('EDU-ADV', 'us citizen or green card status required')",1,0.0,165,,,
"('EXP-AI-YRS', 'linkedin account required')",1,0.0,161,,,
"('EXP-AI-YRS', 'manage multiple priorities')",1,0.0,163,,,
"('EXP-AI-YRS', 'organizational skills')",1,0.0,214,,,
"('EXP-AI-YRS', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('EXP-AI-YRS', 'us citizen or green card status required')",1,0.0,165,,,
"('EXP-INDUSTRY', 'linkedin account required')",1,0.0,161,,,
"('EXP-INDUSTRY', 'manage multiple priorities')",1,0.0,163,,,
"('EXP-INDUSTRY', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('EXP-INDUSTRY', 'us citizen or green card status required')",1,0.0,165,,,
"('EXP-PM-YRS', 'linkedin account required')",1,0.0,161,,,
"('EXP-PM-YRS', 'manage multiple priorities')",1,0.0,163,,,
"('EXP-PM-YRS', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('EXP-PM-YRS', 'us citizen or green card status required')",1,0.0,165,,,
"('EXP_ROLE', 'linkedin account required')",1,0.0,161,,,
"('EXP_ROLE', 'manage multiple priorities')",1,0.0,163,,,
"('EXP_ROLE', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('EXP_ROLE', 'us citizen or green card status required')",1,0.0,165,,,
"('PM-PLAN', 'linkedin account required')",1,0.0,161,,,
"('PM-PLAN', 'manage multiple priorities')",1,0.0,163,,,
"('PM-PLAN', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('PM-PLAN', 'us citizen or green card status required')",1,0.0,165,,,
"('PM-RISK', 'linkedin account required')",1,0.0,161,,,
"('PM-RISK', 'manage multiple priorities')",1,0.0,163,,,
"('PM-RISK', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('PM-RISK', 'us citizen or green card status required')",1,0.0,165,,,
"('PM-TOOL', 'linkedin account required')",1,0.0,161,,,
"('PM-TOOL', 'manage multiple priorities')",1,0.0,163,,,
"('PM-TOOL', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('PM-TOOL', 'us citizen or green card status required')",1,0.0,165,,,
"('SS-CONFLICT', 'linkedin account required')",1,0.0,161,,,
"('SS-CONFLICT', 'manage multiple priorities')",1,0.0,163,,,
"('SS-CONFLICT', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('SS-CONFLICT', 'us citizen or green card status required')",1,0.0,165,,,
"('SS-LEADERSHIP', 'linkedin account required')",1,0.0,161,,,
"('SS-LEADERSHIP', 'manage multiple priorities')",1,0.0,163,,,
"('SS-LEADERSHIP', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('SS-LEADERSHIP', 'us citizen or green card status required')",1,0.0,165,,,
"('SS-STAKEHOLDER', 'linkedin account required')",1,0.0,161,,,
"('SS-STAKEHOLDER', 'manage multiple priorities')",1,0.0,163,,,
"('SS-STAKEHOLDER', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('SS-STAKEHOLDER', 'us citizen or green card status required')",1,0.0,165,,,
"('TECH-CONCEPT', 'linkedin account required')",1,0.0,161,,,
"('TECH-CONCEPT', 'manage multiple priorities')",1,0.0,163,,,
"('TECH-CONCEPT', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('TECH-CONCEPT', 'us citizen or green card status required')",1,0.0,165,,,
"('linkedin account required', 'manage multiple priorities')",1,0.0,163,,,
"('linkedin account required', 'organizational skills')",1,0.0,214,,,
"('linkedin account required', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('linkedin account required', 'us citizen or green card status required')",1,0.0,165,,,
"('manage multiple priorities', 'organizational skills')",1,0.0,214,,,
"('manage multiple priorities', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('manage multiple priorities', 'us citizen or green card status required')",1,0.0,165,,,
"('organizational skills', 'prior experience in contract or consulting roles')",1,0.0,164,,,
"('organizational skills', 'us citizen or green card status required')",1,0.0,165,,,
"('prior experience in contract or consulting roles', 'us citizen or green card status required')",1,0.0,165,,,
"('CERT-PM', 'attention to detail')",1,0.0,2,,,
attention to detail,18,1.4629317477320495e-05,2,No definition available,Unknown,Unknown
"('CERT-PM', 'equivalent practical experience')",1,0.0,202,,,
equivalent practical experience,19,1.6350413651122904e-05,202,No definition available,Unknown,Unknown
"('CERT-PM', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",20,1.8167126279025452e-05,204,No definition available,Unknown,Unknown
"('CERT-PM', 'passionate about ai')",1,0.0,206,,,
passionate about ai,22,2.2087400897130943e-05,206,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'attention to detail')",1,0.0,2,,,
"('CONTEXT-COMPLEX', 'equivalent practical experience')",1,0.0,202,,,
"('CONTEXT-COMPLEX', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('CONTEXT-COMPLEX', 'passionate about ai')",1,0.0,206,,,
"('CONTEXT-REG', 'attention to detail')",1,0.0,2,,,
"('CONTEXT-REG', 'equivalent practical experience')",1,0.0,202,,,
"('CONTEXT-REG', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('CONTEXT-REG', 'passionate about ai')",1,0.0,206,,,
"('CORE-ADAPT', 'attention to detail')",1,0.0,2,,,
"('CORE-ADAPT', 'equivalent practical experience')",1,0.0,202,,,
"('CORE-ADAPT', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('CORE-ADAPT', 'passionate about ai')",1,0.0,206,,,
"('CORE-BUSINESS', 'attention to detail')",1,0.0,2,,,
"('CORE-BUSINESS', 'equivalent practical experience')",1,0.0,202,,,
"('CORE-BUSINESS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('CORE-BUSINESS', 'passionate about ai')",1,0.0,206,,,
"('EXP-AI-YRS', 'attention to detail')",1,0.0,2,,,
"('EXP-AI-YRS', 'equivalent practical experience')",1,0.0,202,,,
"('EXP-AI-YRS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('EXP-AI-YRS', 'passionate about ai')",1,0.0,206,,,
"('EXP-INDUSTRY', 'attention to detail')",1,0.0,2,,,
"('EXP-INDUSTRY', 'equivalent practical experience')",1,0.0,202,,,
"('EXP-INDUSTRY', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('EXP-INDUSTRY', 'passionate about ai')",1,0.0,206,,,
"('EXP-PM-YRS', 'attention to detail')",1,0.0,2,,,
"('EXP-PM-YRS', 'equivalent practical experience')",1,0.0,202,,,
"('EXP-PM-YRS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('EXP-PM-YRS', 'passionate about ai')",1,0.0,206,,,
"('EXP_ROLE', 'attention to detail')",1,0.0,2,,,
"('EXP_ROLE', 'equivalent practical experience')",1,0.0,202,,,
"('EXP_ROLE', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('EXP_ROLE', 'passionate about ai')",1,0.0,206,,,
"('PM-METHOD', 'attention to detail')",1,0.0,2,,,
"('PM-METHOD', 'equivalent practical experience')",1,0.0,202,,,
"('PM-METHOD', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('PM-METHOD', 'passionate about ai')",1,0.0,206,,,
"('PM-PLAN', 'attention to detail')",1,0.0,2,,,
"('PM-PLAN', 'equivalent practical experience')",1,0.0,202,,,
"('PM-PLAN', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('PM-PLAN', 'passionate about ai')",1,0.0,206,,,
"('PM-RISK', 'attention to detail')",1,0.0,2,,,
"('PM-RISK', 'equivalent practical experience')",1,0.0,202,,,
"('PM-RISK', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')",1,0.0,204,,,
"('PM-RISK', 'passionate about ai')",1,0.0,206,,,
"('QUAL-PREF', 'attention to detail')",1,0.0,2,,,
"('QUAL-PREF', 'equivalent practical experience')",1,0.0,202,,,
